age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,poutcome,y
67,retired,married,primary,no,4416,no,no,cellular,29,sep,245,3,unknown,1
25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,unknown,1
38,management,married,tertiary,no,551,yes,no,unknown,12,may,1875,4,unknown,0
42,technician,married,secondary,no,473,yes,no,cellular,7,jul,216,5,unknown,0
45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,2,unknown,1
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,success,1
48,management,single,tertiary,no,1437,yes,yes,unknown,17,jun,34,2,unknown,0
56,management,married,tertiary,no,586,no,no,telephone,10,jul,123,1,unknown,0
58,admin.,married,secondary,no,826,no,no,unknown,12,jun,885,1,unknown,1
60,housemaid,divorced,secondary,no,387,yes,no,unknown,4,jun,235,1,unknown,0
60,admin.,divorced,secondary,no,4519,no,no,cellular,4,may,136,1,failure,0
52,management,married,unknown,no,1708,no,no,unknown,6,sep,310,1,failure,1
45,admin.,married,secondary,no,149,yes,no,unknown,23,may,893,3,unknown,1
56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,other,1
38,technician,married,secondary,no,2000,yes,no,cellular,7,may,198,2,unknown,0
27,entrepreneur,single,tertiary,no,2159,yes,no,cellular,5,may,1101,1,unknown,0
44,technician,single,tertiary,no,2033,no,no,cellular,27,may,158,1,unknown,0
34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,failure,1
50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,failure,1
33,management,married,tertiary,no,377,yes,no,cellular,5,feb,213,2,failure,0
27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,1160,2,failure,0
57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,687,4,unknown,1
64,retired,married,secondary,no,588,no,no,cellular,18,jan,366,1,failure,1
39,management,married,tertiary,no,-190,no,yes,unknown,11,jun,893,8,unknown,1
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,failure,1
57,management,married,tertiary,no,2845,yes,no,telephone,19,apr,1143,5,unknown,1
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,success,1
27,technician,single,tertiary,no,15161,no,no,cellular,2,jun,74,1,success,1
34,admin.,married,primary,no,0,yes,yes,cellular,14,may,1020,1,unknown,1
38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,1,failure,1
25,blue-collar,single,secondary,no,-247,yes,no,cellular,23,jul,633,1,unknown,1
47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,unknown,1
24,blue-collar,married,secondary,no,237,yes,no,unknown,12,may,200,2,unknown,0
35,blue-collar,single,secondary,no,855,yes,no,cellular,12,may,549,1,success,1
58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,failure,0
35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,1,success,1
54,management,married,tertiary,no,3,no,yes,cellular,8,jul,443,1,unknown,0
47,management,married,tertiary,no,3505,no,no,cellular,17,nov,434,2,unknown,1
31,admin.,single,secondary,no,-133,yes,no,unknown,27,may,355,2,unknown,0
40,blue-collar,married,secondary,no,632,no,no,cellular,5,feb,611,2,unknown,0
30,student,single,secondary,no,48,no,no,cellular,18,aug,161,1,failure,1
39,management,married,tertiary,no,0,no,no,cellular,29,aug,94,2,unknown,0
33,blue-collar,married,secondary,no,1233,yes,no,cellular,14,may,141,1,unknown,0
27,blue-collar,single,secondary,no,551,no,no,cellular,3,feb,565,2,unknown,0
35,blue-collar,single,primary,no,3751,no,no,unknown,16,jun,193,1,unknown,0
45,entrepreneur,married,secondary,yes,624,no,yes,unknown,30,jun,50,1,unknown,0
48,services,married,secondary,no,440,yes,no,cellular,20,apr,611,1,failure,0
38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,failure,1
45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,147,1,success,1
28,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,2,unknown,1
70,retired,married,secondary,no,2384,no,no,cellular,30,oct,196,2,unknown,1
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,unknown,1
32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,unknown,1
26,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382,7,unknown,1
26,admin.,single,secondary,no,766,no,no,cellular,15,oct,457,2,unknown,1
25,management,single,tertiary,no,222,no,no,cellular,27,may,114,1,unknown,0
72,retired,married,primary,no,2079,no,no,cellular,13,aug,100,1,other,0
37,self-employed,married,tertiary,no,129,no,no,cellular,18,aug,128,2,unknown,0
52,blue-collar,married,secondary,no,3622,yes,yes,unknown,23,may,40,7,unknown,0
34,blue-collar,single,primary,no,1702,no,no,cellular,9,feb,22,4,unknown,0
44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,597,6,unknown,1
33,services,married,secondary,no,1397,yes,no,cellular,16,apr,370,1,failure,0
46,blue-collar,married,primary,no,537,no,no,unknown,26,may,222,5,unknown,0
59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,438,1,success,1
34,unemployed,married,secondary,no,2173,yes,yes,cellular,7,may,370,1,unknown,0
29,services,single,secondary,no,-271,yes,no,unknown,4,jun,578,1,unknown,1
44,blue-collar,single,secondary,no,-210,yes,no,cellular,11,may,73,4,unknown,0
58,management,married,tertiary,no,0,no,no,cellular,31,jul,85,4,unknown,0
60,technician,married,secondary,no,0,no,no,cellular,25,may,641,4,unknown,1
93,retired,married,unknown,no,775,no,no,cellular,22,jul,860,2,success,1
27,services,single,secondary,no,44,no,no,unknown,7,sep,11,1,unknown,0
33,management,married,tertiary,no,3401,no,no,cellular,20,nov,253,1,unknown,1
45,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,25,2,unknown,0
49,blue-collar,married,secondary,no,171,no,no,telephone,5,feb,260,6,unknown,0
33,blue-collar,single,primary,no,611,no,no,telephone,16,sep,390,2,unknown,1
32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,unknown,1
35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,unknown,0
33,admin.,single,secondary,no,32,no,no,cellular,11,jul,43,1,unknown,0
32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,unknown,1
44,services,married,secondary,no,4837,yes,no,cellular,13,may,324,3,unknown,0
31,blue-collar,married,primary,no,81,yes,no,unknown,13,may,245,4,unknown,0
43,blue-collar,married,primary,no,3064,yes,no,cellular,20,nov,2453,2,unknown,1
33,admin.,single,secondary,no,2548,yes,no,cellular,20,nov,179,2,unknown,0
48,management,married,tertiary,no,288,no,no,cellular,18,aug,585,3,unknown,0
32,management,divorced,tertiary,no,387,no,no,cellular,26,aug,99,4,unknown,0
34,services,single,secondary,no,2,yes,no,cellular,15,may,153,2,unknown,1
50,services,married,secondary,no,1134,no,no,unknown,18,jun,53,2,unknown,0
59,retired,married,secondary,no,1521,yes,yes,unknown,14,may,1125,2,unknown,1
31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,241,1,unknown,1
45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,5,unknown,1
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,failure,1
35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,unknown,1
57,blue-collar,married,primary,no,42,yes,no,unknown,21,may,384,3,unknown,0
49,admin.,married,secondary,no,197,yes,no,cellular,23,jul,125,1,success,0
37,admin.,married,secondary,no,-255,yes,no,unknown,26,may,96,2,unknown,0
37,admin.,divorced,secondary,no,34,yes,no,unknown,9,may,144,3,unknown,0
28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,success,1
30,services,married,tertiary,no,523,yes,no,unknown,23,may,253,2,unknown,0
55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,unknown,1
34,technician,married,secondary,no,-74,yes,no,cellular,7,jul,98,2,failure,0
38,management,married,tertiary,no,1100,no,yes,cellular,11,aug,347,2,unknown,0
59,blue-collar,married,secondary,no,0,no,no,telephone,24,jul,393,3,unknown,0
47,management,single,tertiary,no,0,yes,no,cellular,19,nov,50,2,unknown,0
39,blue-collar,married,primary,no,157,yes,no,cellular,13,may,290,1,unknown,0
28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,2,success,1
47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,unknown,1
34,management,married,tertiary,no,160,yes,yes,cellular,15,jul,130,1,unknown,0
50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,unknown,1
51,blue-collar,married,secondary,no,548,no,no,cellular,22,aug,511,4,unknown,0
35,blue-collar,married,secondary,no,1454,yes,no,telephone,20,apr,19,6,unknown,0
61,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,156,1,unknown,1
46,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,other,1
41,admin.,divorced,secondary,no,2970,no,yes,unknown,27,jun,169,2,unknown,0
37,student,single,unknown,no,444,no,no,cellular,14,aug,137,1,success,1
51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,361,1,failure,0
30,management,married,tertiary,no,1195,no,no,cellular,18,jul,146,2,unknown,0
33,management,single,tertiary,no,136,yes,yes,unknown,20,may,347,6,unknown,0
25,management,married,tertiary,no,51,yes,no,cellular,18,jul,127,4,unknown,0
51,management,divorced,secondary,no,3348,yes,no,unknown,29,may,122,2,unknown,0
49,unemployed,married,primary,no,518,no,no,cellular,29,jan,1917,2,unknown,1
48,housemaid,divorced,primary,no,2582,no,no,unknown,18,jun,51,4,unknown,0
32,technician,single,secondary,no,483,no,no,cellular,8,aug,580,3,unknown,1
40,services,married,primary,no,2469,no,yes,unknown,19,jun,202,2,unknown,0
43,management,married,tertiary,no,244,no,no,cellular,14,aug,167,2,unknown,0
52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,unknown,1
30,management,married,tertiary,no,1185,yes,no,cellular,21,jul,881,4,unknown,0
57,admin.,divorced,unknown,no,887,no,no,unknown,20,jun,43,8,unknown,0
44,technician,married,secondary,no,366,no,yes,cellular,18,aug,212,12,unknown,0
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,unknown,1
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,success,1
38,housemaid,married,primary,no,196,no,no,cellular,30,apr,574,1,unknown,1
38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,failure,1
51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,success,1
32,admin.,married,secondary,no,187,no,yes,unknown,27,jun,381,3,unknown,0
48,management,married,tertiary,no,-1232,yes,no,unknown,6,jun,183,1,unknown,0
48,blue-collar,married,primary,no,1678,no,no,cellular,28,jan,263,2,unknown,0
27,technician,single,secondary,no,204,no,no,cellular,28,jul,471,2,unknown,1
55,management,married,tertiary,no,134,no,no,cellular,12,aug,1650,16,unknown,0
29,technician,married,secondary,no,132,yes,yes,cellular,30,apr,88,1,unknown,0
36,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,unknown,0
33,technician,married,secondary,no,1021,yes,no,unknown,3,jun,361,3,unknown,0
46,blue-collar,married,secondary,no,640,yes,no,cellular,12,mar,215,1,success,1
56,management,married,unknown,no,353,no,yes,cellular,25,jul,171,2,unknown,0
28,self-employed,single,secondary,no,5679,yes,no,cellular,9,feb,701,4,unknown,1
46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,unknown,1
42,blue-collar,married,primary,no,15,yes,no,unknown,6,may,230,1,unknown,0
44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,unknown,1
44,admin.,married,secondary,no,1696,no,no,unknown,16,jun,139,3,unknown,0
51,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,2,unknown,1
65,retired,married,primary,no,1760,no,no,cellular,18,aug,855,4,unknown,1
42,unemployed,divorced,secondary,no,1713,yes,no,unknown,30,may,855,2,unknown,1
36,management,married,tertiary,no,203,no,no,cellular,23,jul,608,3,success,1
28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,unknown,1
38,technician,married,secondary,no,79,yes,no,cellular,20,aug,209,2,unknown,0
32,technician,single,tertiary,no,550,no,no,cellular,19,nov,337,1,unknown,1
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,1,success,1
32,blue-collar,married,secondary,no,428,yes,no,cellular,7,may,93,1,failure,0
52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,failure,1
29,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,2,success,1
42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,success,1
46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,success,1
36,technician,divorced,secondary,no,664,yes,yes,cellular,30,jul,266,4,unknown,0
37,management,single,tertiary,no,171,yes,yes,cellular,7,aug,250,3,unknown,0
32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,767,1,unknown,1
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,unknown,0
61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,1,unknown,1
53,entrepreneur,married,unknown,no,2496,no,yes,cellular,18,nov,94,1,unknown,0
47,admin.,single,secondary,no,3696,no,no,cellular,12,jan,758,4,unknown,1
64,retired,married,primary,no,43,no,no,cellular,10,dec,232,1,unknown,1
29,services,single,secondary,no,1008,yes,no,unknown,23,may,426,9,unknown,0
27,technician,married,tertiary,no,10451,yes,no,cellular,2,feb,45,1,unknown,0
46,admin.,married,unknown,no,5511,no,no,cellular,26,jul,414,2,success,1
31,admin.,married,secondary,no,941,yes,no,cellular,8,apr,213,4,unknown,0
37,blue-collar,single,secondary,no,88,yes,no,unknown,6,may,128,2,unknown,0
36,self-employed,single,tertiary,no,-103,yes,yes,telephone,17,oct,3253,1,unknown,1
35,management,single,tertiary,no,1064,yes,no,cellular,6,feb,69,2,other,0
32,management,single,tertiary,no,4,yes,no,unknown,9,may,179,2,unknown,0
49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390,1,unknown,0
25,admin.,single,secondary,no,120,yes,no,unknown,3,jun,542,1,unknown,0
24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,unknown,1
48,self-employed,married,secondary,no,1559,no,no,cellular,4,feb,130,2,unknown,0
43,entrepreneur,single,tertiary,no,744,no,yes,cellular,20,nov,90,4,failure,0
40,blue-collar,married,secondary,no,1074,yes,no,cellular,9,apr,90,2,unknown,0
32,technician,married,tertiary,no,0,no,no,cellular,22,aug,277,3,unknown,0
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,11,aug,425,1,success,1
25,blue-collar,single,secondary,no,303,no,no,cellular,18,jun,252,1,success,1
44,management,married,tertiary,no,1764,no,no,cellular,18,aug,70,2,unknown,0
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,unknown,1
34,admin.,single,secondary,no,5057,yes,no,cellular,19,nov,73,1,unknown,0
59,housemaid,married,primary,no,235,no,no,cellular,13,aug,119,2,unknown,0
30,blue-collar,married,secondary,no,309,yes,no,unknown,7,may,1574,2,unknown,1
30,management,single,tertiary,no,67,no,no,cellular,12,aug,578,4,unknown,0
35,blue-collar,married,primary,no,623,yes,no,cellular,6,may,97,2,unknown,0
33,management,married,tertiary,no,321,yes,no,unknown,23,may,101,5,unknown,0
36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,unknown,1
24,student,single,secondary,no,382,no,no,cellular,13,nov,256,2,failure,1
33,self-employed,married,secondary,no,47,no,no,cellular,19,aug,168,2,unknown,0
52,admin.,married,secondary,no,2851,no,yes,telephone,2,feb,35,1,unknown,0
55,self-employed,married,secondary,no,39,no,no,unknown,17,jun,20,1,unknown,0
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,success,1
49,unemployed,married,tertiary,no,377,no,no,cellular,24,mar,74,2,unknown,0
37,admin.,married,secondary,no,281,yes,no,unknown,16,may,279,2,unknown,0
57,management,married,tertiary,no,179,no,no,cellular,31,jul,190,2,unknown,0
47,blue-collar,divorced,secondary,no,3823,yes,yes,cellular,17,apr,647,2,unknown,0
40,technician,married,tertiary,no,296,no,no,unknown,19,may,198,1,unknown,0
47,entrepreneur,divorced,tertiary,no,0,no,no,unknown,5,jun,124,1,unknown,0
55,housemaid,married,primary,no,578,no,no,cellular,11,aug,189,2,unknown,0
38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,4,success,1
46,technician,married,secondary,no,1740,yes,no,cellular,11,may,333,1,unknown,0
38,admin.,married,secondary,no,0,yes,no,telephone,16,jul,264,5,unknown,0
22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,unknown,1
36,management,married,tertiary,no,481,yes,no,cellular,13,may,215,1,failure,0
52,management,married,tertiary,no,3737,yes,no,unknown,19,jun,574,4,unknown,0
40,blue-collar,married,primary,no,127,yes,no,cellular,17,apr,76,1,unknown,0
25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,unknown,1
35,blue-collar,married,primary,no,1177,no,no,cellular,8,jun,243,4,unknown,1
41,services,married,secondary,no,205,yes,no,unknown,8,may,91,1,unknown,0
42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,unknown,1
32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,unknown,0
35,entrepreneur,single,secondary,no,475,no,yes,cellular,21,jul,936,4,unknown,0
26,management,single,tertiary,no,1438,no,no,cellular,27,apr,321,1,other,1
60,technician,married,unknown,no,132,yes,no,unknown,20,may,21,11,unknown,0
33,services,married,secondary,no,210,yes,yes,unknown,20,may,201,1,unknown,0
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,success,1
45,blue-collar,married,secondary,no,39,no,no,unknown,6,may,241,1,unknown,0
29,technician,single,secondary,no,500,yes,no,cellular,14,may,273,3,unknown,0
27,admin.,married,secondary,no,436,yes,no,cellular,21,jul,410,1,unknown,0
37,management,single,tertiary,no,337,yes,no,unknown,26,may,777,5,unknown,0
65,admin.,married,secondary,no,952,no,no,cellular,2,jun,310,1,unknown,1
35,admin.,married,secondary,no,-130,yes,no,unknown,20,may,224,1,unknown,0
52,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208,1,unknown,1
39,technician,married,secondary,no,-475,yes,no,cellular,7,may,168,3,failure,0
44,entrepreneur,married,secondary,no,93,no,no,cellular,7,jul,125,2,unknown,0
56,services,single,secondary,no,-40,yes,no,cellular,15,may,311,1,failure,1
62,technician,married,secondary,no,135,yes,no,telephone,16,nov,446,13,other,0
